transaction_id,timestamp,amount,currency,origin,destination,is_foreign,suspicious_flag
TX_Bank_B_00030,2025-12-23 04:01:38.105064,62.76,USD,CUST_6331,BENEF_9672,0,0
TX_Bank_B_00031,2025-11-03 04:01:38.105067,160.62,EUR,CUST_7257,BENEF_5970,1,0
TX_Bank_B_00032,2025-12-02 04:01:38.105069,4068.24,EUR,CUST_8399,BENEF_6395,0,0
TX_Bank_B_00033,2026-01-04 04:01:38.105073,267.13,GBP,CUST_4083,BENEF_6452,0,0
TX_Bank_B_00034,2025-11-08 04:01:38.105075,306.15,EUR,CUST_6366,BENEF_8776,1,0
TX_Bank_B_00035,2025-10-20 04:01:38.105078,284.29,EUR,CUST_7392,BENEF_6123,1,0
TX_Bank_B_00036,2026-01-03 04:01:38.105080,11.51,EUR,CUST_1690,BENEF_7581,0,0
TX_Bank_B_00037,2025-11-15 04:01:38.105083,102.94,USD,CUST_8639,BENEF_9965,1,0
TX_Bank_B_00038,2025-12-05 04:01:38.105085,5.99,EUR,CUST_4684,BENEF_9438,0,0
TX_Bank_B_00039,2025-11-24 04:01:38.105088,540.22,EUR,CUST_6977,BENEF_7649,0,0
TX_Bank_B_00040,2026-01-09 04:01:38.105090,1901.55,EUR,CUST_3912,BENEF_9931,0,0
TX_Bank_B_00041,2025-12-11 04:01:38.105093,67.14,EUR,CUST_8152,BENEF_9093,0,0
TX_Bank_B_00042,2025-11-04 04:01:38.105096,2090.62,EUR,CUST_4186,BENEF_5963,0,0
TX_Bank_B_00043,2026-01-14 04:01:38.105098,27.59,EUR,ENTITY_X,BENEF_5469,1,1
TX_Bank_B_00044,2025-11-21 04:01:38.105101,24.83,USD,CUST_4157,BENEF_7110,1,0
TX_Bank_B_00045,2025-12-19 04:01:38.105104,340.05,GBP,CUST_9975,BENEF_7940,0,0
TX_Bank_B_00046,2025-11-29 04:01:38.105106,43.64,EUR,CUST_2038,BENEF_6685,0,0
TX_Bank_B_00047,2025-11-07 04:01:38.105108,70.46,USD,CUST_7219,BENEF_7149,0,0
TX_Bank_B_00048,2026-01-04 04:01:38.105111,756.98,EUR,CUST_1226,BENEF_9570,0,0
TX_Bank_B_00049,2025-11-16 04:01:38.105114,34.4,EUR,CUST_9795,BENEF_7683,0,0
TX_Bank_B_00050,2025-11-09 04:01:38.105116,97.2,EUR,CUST_9300,BENEF_6358,1,0
TX_Bank_B_00051,2025-12-20 04:01:38.105119,124.48,EUR,CUST_2635,BENEF_6812,1,0
TX_Bank_B_00052,2025-10-29 04:01:38.105120,261.86,USD,CUST_9432,BENEF_9698,1,0
TX_Bank_B_00053,2025-11-16 04:01:38.105121,445.1,EUR,CUST_7840,BENEF_6493,0,0
TX_Bank_B_00054,2026-01-08 04:01:38.105122,127.06,USD,CUST_6141,BENEF_9540,0,0
TX_Bank_B_00055,2025-11-30 04:01:38.105123,24.58,EUR,CUST_1381,BENEF_6992,0,0
TX_Bank_B_00056,2025-12-29 04:01:38.105124,675.23,EUR,CUST_9508,BENEF_7270,1,0
TX_Bank_B_00057,2025-12-18 04:01:38.105125,11081.59,USD,CUST_6156,BENEF_6730,0,0
TX_Bank_B_00058,2025-12-25 04:01:38.105126,507.99,GBP,CUST_5823,BENEF_9841,0,0
TX_Bank_B_00059,2025-11-19 04:01:38.105128,344.09,USD,CUST_7562,BENEF_9327,0,0
TX_Bank_B_00060,2025-10-30 04:01:38.105129,84.48,EUR,ENTITY_Z,BENEF_5862,0,1
TX_Bank_B_00061,2025-12-23 04:01:38.105130,101.68,EUR,CUST_7126,BENEF_7145,1,0
TX_Bank_B_00062,2025-11-11 04:01:38.105131,18.46,EUR,CUST_1507,BENEF_5897,0,0
TX_Bank_B_00063,2025-10-22 04:01:38.105132,374.65,GBP,CUST_7326,BENEF_6484,0,0
TX_Bank_B_00064,2025-12-23 04:01:38.105133,121.06,EUR,ENTITY_X,BENEF_9208,0,1
TX_Bank_B_00065,2026-01-10 04:01:38.105137,1024.39,EUR,CUST_8140,BENEF_6345,1,0
TX_Bank_B_00066,2025-12-31 04:01:38.105139,31.33,EUR,CUST_1146,BENEF_8391,0,0
TX_Bank_B_00067,2026-01-12 04:01:38.105140,1148.83,EUR,CUST_6105,BENEF_9686,0,0
TX_Bank_B_00068,2025-12-24 04:01:38.105141,93.23,EUR,CUST_9142,BENEF_8048,0,0
TX_Bank_B_00069,2025-11-15 04:01:38.105142,59.34,EUR,CUST_7876,BENEF_7163,0,0
TX_Bank_B_00070,2025-10-19 04:01:38.105143,71.9,EUR,CUST_1290,BENEF_7774,0,0
TX_Bank_B_00071,2025-11-22 04:01:38.105144,59.53,EUR,CUST_6089,BENEF_7257,0,0
TX_Bank_B_00072,2026-01-04 04:01:38.105145,6.47,EUR,CUST_4887,BENEF_5229,0,0
TX_Bank_B_00073,2025-11-21 04:01:38.105146,387.22,EUR,CUST_6310,BENEF_7420,0,0
TX_Bank_B_00074,2025-10-26 04:01:38.105148,474.12,EUR,CUST_3485,BENEF_9118,0,0
TX_Bank_B_00075,2026-01-03 04:01:38.105149,1010.15,EUR,CUST_9196,BENEF_5382,1,0
TX_Bank_B_00076,2025-12-27 04:01:38.105150,427.48,EUR,CUST_9923,BENEF_7282,1,0
TX_Bank_B_00077,2025-12-06 04:01:38.105155,397.01,EUR,CUST_4094,BENEF_7660,0,0
TX_Bank_B_00078,2025-10-27 04:01:38.105156,11.97,EUR,CUST_7960,BENEF_9160,0,0
TX_Bank_B_00079,2026-01-14 04:01:38.105157,195.32,EUR,CUST_9504,BENEF_5144,0,0
TX_Bank_B_00080,2025-11-27 04:01:38.105158,27.12,USD,CUST_4314,BENEF_8948,0,0
TX_Bank_B_00081,2025-12-03 04:01:38.105159,97.65,EUR,CUST_9364,BENEF_9896,0,0
TX_Bank_B_00082,2025-12-28 04:01:38.105160,1205.84,USD,CUST_8202,BENEF_6737,0,0
TX_Bank_B_00083,2025-11-09 04:01:38.105161,155.76,USD,CUST_6382,BENEF_9642,0,0
TX_Bank_B_00084,2025-11-24 04:01:38.105162,2.94,USD,CUST_1049,BENEF_7733,0,0
TX_Bank_B_00085,2025-12-20 04:01:38.105163,33.04,USD,CUST_4236,BENEF_5789,0,0
TX_Bank_B_00086,2026-01-07 04:01:38.105164,63.35,EUR,CUST_2836,BENEF_7376,0,0
TX_Bank_B_00087,2025-10-25 04:01:38.105166,105.8,EUR,CUST_9740,BENEF_6465,1,0
TX_Bank_B_00088,2025-12-18 04:01:38.105167,606.09,EUR,CUST_9111,BENEF_7443,1,0
TX_Bank_B_00089,2025-11-19 04:01:38.105168,520.7,USD,CUST_4830,BENEF_5957,0,0
TX_Bank_B_00090,2025-12-13 04:01:38.105169,501.81,USD,CUST_7592,BENEF_8348,0,0
TX_Bank_B_00091,2025-11-06 04:01:38.105170,210.28,USD,CUST_9469,BENEF_5264,0,0
TX_Bank_B_00092,2025-11-24 04:01:38.105171,95.33,USD,CUST_3001,BENEF_6494,0,0
TX_Bank_B_00093,2025-12-29 04:01:38.105173,86.27,EUR,CUST_4734,BENEF_6941,0,0
TX_Bank_B_00094,2025-11-30 04:01:38.105174,283.77,USD,CUST_3594,BENEF_8620,1,0
TX_Bank_B_00095,2025-10-18 04:01:38.105175,602.41,EUR,CUST_6773,BENEF_9309,1,0
TX_Bank_B_00096,2025-11-15 04:01:38.105176,1523.78,GBP,CUST_6564,BENEF_5408,0,0
TX_Bank_B_00097,2026-01-07 04:01:38.105177,170.79,EUR,CUST_9744,BENEF_8629,1,0
TX_Bank_B_00098,2025-12-29 04:01:38.105178,230.96,EUR,CUST_6069,BENEF_7167,0,0
TX_Bank_B_00099,2025-10-30 04:01:38.105179,1377.67,EUR,CUST_8877,BENEF_8509,1,0
TX_Bank_B_00100,2025-12-26 04:01:38.105181,29.07,EUR,CUST_9561,BENEF_6317,1,0
TX_Bank_B_00101,2025-10-29 04:01:38.105182,508.64,EUR,CUST_5655,BENEF_9411,0,0
TX_Bank_B_00102,2025-11-23 04:01:38.105183,45.52,EUR,ENTITY_Y,BENEF_6032,1,1
TX_Bank_B_00103,2025-12-30 04:01:38.105184,1620.87,USD,CUST_7536,BENEF_9095,0,0
TX_Bank_B_00104,2026-01-02 04:01:38.105185,1222.75,USD,CUST_6457,BENEF_9025,0,0
TX_Bank_B_00105,2025-12-30 04:01:38.105186,1749.59,USD,CUST_2078,BENEF_7363,0,0
TX_Bank_B_00106,2025-12-27 04:01:38.105187,1498.77,USD,CUST_7307,BENEF_6075,0,0
TX_Bank_B_00107,2025-12-08 04:01:38.105188,523.7,EUR,CUST_6746,BENEF_9217,1,0
TX_Bank_B_00108,2025-12-23 04:01:38.105189,31.99,EUR,CUST_7366,BENEF_7117,0,0
TX_Bank_B_00109,2025-12-23 04:01:38.105191,311.74,EUR,CUST_6186,BENEF_7921,0,0
TX_Bank_B_00110,2025-11-23 04:01:38.105193,568.84,EUR,CUST_5783,BENEF_7215,0,0
TX_Bank_B_00111,2025-12-27 04:01:38.105194,303.7,USD,CUST_8420,BENEF_9311,0,0
TX_Bank_B_00112,2025-12-19 04:01:38.105195,124.99,GBP,CUST_7043,BENEF_7631,0,0
TX_Bank_B_00113,2025-11-04 04:01:38.105196,187.79,EUR,CUST_2927,BENEF_9304,0,0
TX_Bank_B_00114,2025-12-05 04:01:38.105197,265.44,USD,CUST_4643,BENEF_8558,0,0
TX_Bank_B_00115,2025-11-12 04:01:38.105198,31.84,EUR,CUST_7512,BENEF_9427,1,0
TX_Bank_B_00116,2025-12-16 04:01:38.105199,411.05,EUR,CUST_8993,BENEF_9283,1,0
TX_Bank_B_00117,2025-12-13 04:01:38.105200,341.16,USD,CUST_8538,BENEF_9255,0,0
TX_Bank_B_00118,2025-12-30 04:01:38.105201,121.81,USD,CUST_3075,BENEF_7423,0,0
TX_Bank_B_00119,2025-11-29 04:01:38.105202,404.17,EUR,CUST_9018,BENEF_8872,0,0
TX_Bank_B_00120,2025-12-22 04:01:38.105204,850.19,EUR,CUST_3530,BENEF_6802,0,0
TX_Bank_B_00121,2025-10-20 04:01:38.105205,32.3,EUR,CUST_1008,BENEF_8289,0,0
TX_Bank_B_00122,2026-01-05 04:01:38.105206,1347.49,USD,CUST_7674,BENEF_5099,0,0
TX_Bank_B_00123,2025-11-11 04:01:38.105207,681.63,EUR,CUST_9320,BENEF_7232,0,0
TX_Bank_B_00124,2025-12-09 04:01:38.105208,671.27,USD,CUST_4306,BENEF_7187,0,0
TX_Bank_B_00125,2026-01-13 04:01:38.105209,662.49,EUR,CUST_9807,BENEF_5453,0,0
TX_Bank_B_00126,2025-11-01 04:01:38.105210,433.39,USD,CUST_5926,BENEF_6440,0,0
TX_Bank_B_00127,2026-01-08 04:01:38.105211,148.56,EUR,CUST_7930,BENEF_8834,1,0
TX_Bank_B_00128,2025-12-02 04:01:38.105212,49.41,EUR,CUST_1201,BENEF_8518,0,0
TX_Bank_B_00129,2025-12-18 04:01:38.105214,320.11,EUR,CUST_6235,BENEF_5585,1,0
TX_Bank_B_00130,2025-11-27 04:01:38.105215,181.16,USD,CUST_4312,BENEF_8030,1,0
TX_Bank_B_00131,2025-11-24 04:01:38.105216,52.43,EUR,CUST_8174,BENEF_6076,0,0
TX_Bank_B_00132,2025-12-02 04:01:38.105217,2078.59,USD,CUST_7916,BENEF_6189,0,0
TX_Bank_B_00133,2025-11-24 04:01:38.105218,523.63,GBP,CUST_4936,BENEF_9365,1,0
TX_Bank_B_00134,2025-11-26 04:01:38.105220,93.1,EUR,CUST_6622,BENEF_8272,1,0
TX_Bank_B_00135,2025-11-22 04:01:38.105221,13.99,EUR,CUST_9683,BENEF_5350,0,0
TX_Bank_B_00136,2025-11-28 04:01:38.105222,42.22,USD,CUST_2794,BENEF_8101,0,0
TX_Bank_B_00137,2025-11-07 04:01:38.105223,308.86,USD,CUST_8012,BENEF_9429,0,0
TX_Bank_B_00138,2026-01-03 04:01:38.105224,100.83,EUR,CUST_3555,BENEF_6691,0,0
TX_Bank_B_00139,2025-12-22 04:01:38.105225,20.57,EUR,CUST_7189,BENEF_5246,0,0
TX_Bank_B_00140,2026-01-10 04:01:38.105226,221.48,USD,CUST_5403,BENEF_5380,0,0
TX_Bank_B_00141,2025-11-28 04:01:38.105227,116.97,USD,CUST_2769,BENEF_7164,0,0
TX_Bank_B_00142,2025-11-24 04:01:38.105228,81.13,EUR,CUST_6552,BENEF_7955,0,0
TX_Bank_B_00143,2025-11-19 04:01:38.105229,22.93,EUR,CUST_9954,BENEF_7680,0,0
TX_Bank_B_00144,2025-12-16 04:01:38.105230,245.18,USD,CUST_5603,BENEF_9803,0,0
TX_Bank_B_00145,2025-12-06 04:01:38.105232,29.7,EUR,CUST_7693,BENEF_9627,0,0
TX_Bank_B_00146,2025-10-23 04:01:38.105233,107.88,USD,CUST_7561,BENEF_6705,1,0
TX_Bank_B_00147,2025-12-17 04:01:38.105234,846.28,EUR,CUST_9133,BENEF_8699,0,0
TX_Bank_B_00148,2025-10-23 04:01:38.105235,959.8,USD,CUST_9971,BENEF_6891,1,0
TX_Bank_B_00149,2025-12-06 04:01:38.105237,122.47,EUR,CUST_2907,BENEF_8271,1,0
TX_Bank_B_00150,2026-01-01 04:01:38.105238,1.46,USD,CUST_9494,BENEF_7963,1,0
TX_Bank_B_00151,2025-10-18 04:01:38.105239,460.74,EUR,CUST_9523,BENEF_6635,1,0
TX_Bank_B_00152,2025-12-05 04:01:38.105240,36.84,USD,CUST_5738,BENEF_7220,0,0
TX_Bank_B_00153,2025-12-18 04:01:38.105241,18.36,EUR,CUST_1305,BENEF_5014,1,0
TX_Bank_B_00154,2025-10-20 04:01:38.105242,450.29,USD,CUST_8212,BENEF_5292,1,0
TX_Bank_B_00155,2025-12-14 04:01:38.105244,9.26,GBP,CUST_4409,BENEF_6333,0,0
TX_Bank_B_00156,2025-11-26 04:01:38.105245,432.12,EUR,CUST_1747,BENEF_8955,0,0
TX_Bank_B_00157,2025-12-08 04:01:38.105246,576.87,USD,CUST_3859,BENEF_9128,0,0
TX_Bank_B_00158,2025-11-19 04:01:38.105247,315.44,EUR,CUST_4928,BENEF_8203,0,0
TX_Bank_B_00159,2026-01-04 04:01:38.105248,203.23,EUR,CUST_9113,BENEF_9143,0,0
TX_Bank_B_00160,2025-11-19 04:01:38.105249,125.43,USD,CUST_9353,BENEF_9888,0,0
TX_Bank_B_00161,2025-11-22 04:01:38.105250,71.83,EUR,CUST_3816,BENEF_8897,0,0
TX_Bank_B_00162,2025-12-13 04:01:38.105251,29.28,EUR,CUST_2712,BENEF_8507,0,0
TX_Bank_B_00163,2026-01-06 04:01:38.105252,5181.56,USD,CUST_1033,BENEF_9322,0,0
TX_Bank_B_00164,2025-11-11 04:01:38.105253,76.18,USD,CUST_7430,BENEF_8731,0,0
TX_Bank_B_00165,2025-12-08 04:01:38.105255,37.14,EUR,CUST_6145,BENEF_8460,1,0
TX_Bank_B_00166,2025-10-19 04:01:38.105256,129.04,EUR,CUST_2993,BENEF_9689,1,0
TX_Bank_B_00167,2025-12-04 04:01:38.105257,352.97,EUR,CUST_9388,BENEF_9434,1,0
TX_Bank_B_00168,2025-11-14 04:01:38.105258,686.19,EUR,CUST_5820,BENEF_6599,0,0
TX_Bank_B_00169,2025-11-07 04:01:38.105259,105.42,EUR,CUST_3377,BENEF_9117,1,0
TX_Bank_B_00170,2025-12-29 04:01:38.105260,111.56,USD,CUST_5689,BENEF_6159,0,0
TX_Bank_B_00171,2025-12-13 04:01:38.105261,44.62,USD,CUST_5465,BENEF_6160,1,0
TX_Bank_B_00172,2025-11-20 04:01:38.105262,101.07,EUR,CUST_7272,BENEF_8271,0,0
TX_Bank_B_00173,2025-12-08 04:01:38.105264,543.45,EUR,CUST_5147,BENEF_9502,0,0
TX_Bank_B_00174,2025-11-23 04:01:38.105265,135.21,EUR,ENTITY_Z,BENEF_8051,0,1
TX_Bank_B_00175,2025-10-22 04:01:38.105266,85.57,EUR,CUST_3564,BENEF_8180,0,0
TX_Bank_B_00176,2025-10-28 04:01:38.105267,191.81,EUR,CUST_5922,BENEF_9990,0,0
TX_Bank_B_00177,2025-12-25 04:01:38.105269,45.95,USD,ENTITY_X,BENEF_5416,0,1
TX_Bank_B_00178,2025-12-09 04:01:38.105270,5.84,USD,CUST_2749,BENEF_5847,0,0
TX_Bank_B_00179,2025-11-27 04:01:38.105271,71.53,USD,CUST_5861,BENEF_9758,0,0
TX_Bank_B_00180,2025-10-20 04:01:38.105272,1.68,USD,CUST_6605,BENEF_6906,0,0
TX_Bank_B_00181,2025-10-20 04:01:38.105273,99.82,EUR,ENTITY_X,BENEF_5892,0,1
TX_Bank_B_00182,2025-10-29 04:01:38.105274,275.15,EUR,CUST_3791,BENEF_6630,0,0
TX_Bank_B_00183,2025-10-27 04:01:38.105275,652.84,EUR,CUST_1557,BENEF_9154,0,0
TX_Bank_B_00184,2025-10-21 04:01:38.105276,328.6,USD,CUST_5765,BENEF_5217,0,0
TX_Bank_B_00185,2025-11-19 04:01:38.105277,156.71,EUR,CUST_4102,BENEF_6606,1,0
TX_Bank_B_00186,2025-12-21 04:01:38.105278,31.86,EUR,CUST_6225,BENEF_6241,1,0
TX_Bank_B_00187,2025-11-27 04:01:38.105279,28.55,USD,CUST_3167,BENEF_7427,0,0
TX_Bank_B_00188,2025-12-02 04:01:38.105280,108.31,GBP,CUST_9303,BENEF_9797,1,0
TX_Bank_B_00189,2025-12-20 04:01:38.105281,40.55,EUR,CUST_3818,BENEF_6791,1,0
TX_Bank_B_00190,2025-12-01 04:01:38.105283,35.05,USD,CUST_8918,BENEF_6834,0,0
TX_Bank_B_00191,2026-01-14 04:01:38.105284,158.69,EUR,CUST_2734,BENEF_6726,1,0
TX_Bank_B_00192,2025-10-21 04:01:38.105285,41.36,EUR,CUST_4431,BENEF_7143,0,0
TX_Bank_B_00193,2025-11-30 04:01:38.105286,9.73,USD,CUST_3785,BENEF_6476,1,0
TX_Bank_B_00194,2025-10-18 04:01:38.105287,106.96,EUR,CUST_7166,BENEF_8018,0,0
TX_Bank_B_00195,2025-12-08 04:01:38.105288,35.71,EUR,CUST_5761,BENEF_9471,1,0
TX_Bank_B_00196,2025-12-21 04:01:38.105289,322.58,EUR,CUST_7408,BENEF_8944,0,0
TX_Bank_B_00197,2025-10-21 04:01:38.105290,1033.77,EUR,CUST_4567,BENEF_8813,1,0
TX_Bank_B_00198,2025-10-21 04:01:38.105291,464.05,USD,CUST_2037,BENEF_7548,0,0
TX_Bank_B_00199,2025-12-24 04:01:38.105292,285.62,EUR,CUST_7005,BENEF_9794,0,0
TX_Bank_B_00200,2025-10-25 04:01:38.105293,1151.07,EUR,CUST_2434,BENEF_8847,0,0
TX_Bank_B_00201,2025-12-12 04:01:38.105295,34.08,USD,CUST_7851,BENEF_7461,0,0
TX_Bank_B_00202,2025-10-22 04:01:38.105296,62.5,USD,CUST_3570,BENEF_8773,0,0
TX_Bank_B_00203,2025-11-22 04:01:38.105297,196.03,EUR,CUST_6139,BENEF_8477,0,0
TX_Bank_B_00204,2025-10-16 04:01:38.105298,81.98,EUR,CUST_5493,BENEF_5836,1,0
TX_Bank_B_00205,2025-12-16 04:01:38.105300,184.52,GBP,CUST_7723,BENEF_8789,0,0
TX_Bank_B_00206,2025-11-23 04:01:38.105301,84.17,USD,CUST_8182,BENEF_5260,1,0
TX_Bank_B_00207,2025-12-01 04:01:38.105302,100.15,EUR,ENTITY_Z,BENEF_6766,0,1
TX_Bank_B_00208,2025-10-22 04:01:38.105303,78.18,USD,CUST_7763,BENEF_9840,0,0
TX_Bank_B_00209,2025-11-24 04:01:38.105304,453.06,EUR,CUST_8199,BENEF_7538,1,0
TX_Bank_B_00210,2026-01-14 04:01:38.105305,112.25,EUR,CUST_7029,BENEF_7850,1,0
TX_Bank_B_00211,2025-12-31 04:01:38.105306,20.79,GBP,CUST_3489,BENEF_6570,1,0
TX_Bank_B_00212,2025-11-11 04:01:38.105307,123.63,GBP,CUST_8280,BENEF_6767,0,0
TX_Bank_B_00213,2025-11-07 04:01:38.105308,59.55,USD,CUST_1832,BENEF_5212,0,0
TX_Bank_B_00214,2025-12-20 04:01:38.105309,1294.45,EUR,CUST_8185,BENEF_7137,0,0
TX_Bank_B_00215,2026-01-14 04:01:38.105310,255.57,USD,CUST_6006,BENEF_8122,0,0
TX_Bank_B_00216,2025-11-09 04:01:38.105311,998.32,GBP,CUST_7100,BENEF_6649,0,0
TX_Bank_B_00217,2025-12-06 04:01:38.105312,175.31,EUR,CUST_2154,BENEF_8883,0,0
TX_Bank_B_00218,2025-10-20 04:01:38.105313,590.76,USD,CUST_4980,BENEF_6021,1,0
TX_Bank_B_00219,2025-12-24 04:01:38.105314,467.47,GBP,CUST_9220,BENEF_8310,1,0
TX_Bank_B_00220,2025-11-10 04:01:38.105315,342.77,EUR,CUST_6975,BENEF_9590,1,0
TX_Bank_B_00221,2025-11-19 04:01:38.105317,10.92,USD,CUST_8241,BENEF_8754,1,0
TX_Bank_B_00222,2025-12-19 04:01:38.105318,200.22,USD,CUST_6097,BENEF_6637,0,0
TX_Bank_B_00223,2025-12-12 04:01:38.105319,1142.72,EUR,CUST_7728,BENEF_9040,0,0
TX_Bank_B_00224,2025-11-22 04:01:38.105320,151.44,EUR,CUST_6653,BENEF_6769,0,0
TX_Bank_B_00225,2025-11-16 04:01:38.105321,858.33,USD,CUST_4587,BENEF_9038,1,0
TX_Bank_B_00226,2025-11-04 04:01:38.105322,72.21,GBP,CUST_7615,BENEF_9962,1,0
TX_Bank_B_00227,2025-11-08 04:01:38.105323,93.67,EUR,CUST_9114,BENEF_7423,0,0
TX_Bank_B_00228,2025-10-26 04:01:38.105324,416.9,EUR,CUST_2577,BENEF_9533,1,0
TX_Bank_B_00229,2025-10-27 04:01:38.105325,17.81,USD,CUST_8660,BENEF_8021,0,0
TX_Bank_B_00230,2025-10-26 04:01:38.105327,1823.98,GBP,CUST_6701,BENEF_8835,0,0
TX_Bank_B_00231,2025-10-29 04:01:38.105328,98.2,EUR,CUST_4412,BENEF_6096,0,0
TX_Bank_B_00232,2025-12-09 04:01:38.105329,1064.36,USD,CUST_5875,BENEF_7284,0,0
TX_Bank_B_00233,2025-12-20 04:01:38.105331,60.52,EUR,CUST_4778,BENEF_9034,1,0
TX_Bank_B_00234,2026-01-12 04:01:38.105333,458.35,GBP,CUST_9767,BENEF_8235,0,0
TX_Bank_B_00235,2026-01-01 04:01:38.105334,79.54,USD,CUST_1494,BENEF_9693,1,0
TX_Bank_B_00236,2025-12-06 04:01:38.105335,14.76,EUR,CUST_1579,BENEF_6793,0,0
TX_Bank_B_00237,2026-01-05 04:01:38.105336,78.64,EUR,CUST_4280,BENEF_6323,0,0
TX_Bank_B_00238,2025-11-01 04:01:38.105337,125.17,EUR,CUST_8089,BENEF_8108,0,0
TX_Bank_B_00239,2026-01-10 04:01:38.105338,304.84,EUR,CUST_8041,BENEF_6338,0,0
TX_Bank_B_00240,2026-01-07 04:01:38.105339,45.39,EUR,CUST_6527,BENEF_9037,1,0
TX_Bank_B_00241,2025-11-22 04:01:38.105340,323.6,USD,CUST_5211,BENEF_9566,1,0
TX_Bank_B_00242,2025-12-07 04:01:38.105341,100.59,GBP,CUST_7490,BENEF_6905,0,0
TX_Bank_B_00243,2025-11-28 04:01:38.105342,7.63,GBP,CUST_1784,BENEF_5753,0,0
TX_Bank_B_00244,2025-11-04 04:01:38.105343,649.91,USD,CUST_8963,BENEF_5504,0,0
TX_Bank_B_00245,2025-10-26 04:01:38.105345,747.71,GBP,ENTITY_X,BENEF_9687,1,1
TX_Bank_B_00246,2025-10-16 04:01:38.105346,86.84,USD,CUST_6422,BENEF_6004,1,0
TX_Bank_B_00247,2025-10-31 04:01:38.105347,112.06,EUR,CUST_6373,BENEF_5926,0,0
TX_Bank_B_00248,2025-11-02 04:01:38.105348,67.63,EUR,CUST_5046,BENEF_7406,0,0
TX_Bank_B_00249,2025-12-08 04:01:38.105349,262.61,EUR,CUST_7340,BENEF_7922,0,0
TX_Bank_B_00250,2025-12-21 04:01:38.105350,61.28,USD,CUST_4507,BENEF_5429,0,0
TX_Bank_B_00251,2026-01-02 04:01:38.105351,516.76,EUR,CUST_5227,BENEF_7789,0,0
TX_Bank_B_00252,2025-11-25 04:01:38.105352,119.5,EUR,CUST_1962,BENEF_9957,0,0
TX_Bank_B_00253,2025-11-24 04:01:38.105353,21.18,USD,CUST_5005,BENEF_9678,0,0
