transaction_id,timestamp,amount,currency,origin,destination,is_foreign,suspicious_flag
TX_Bank_A_00027,2025-12-17 04:01:38.059576,260.75,EUR,CUST_8798,BENEF_6422,0,0
TX_Bank_A_00028,2025-11-18 04:01:38.059577,60.28,GBP,CUST_1154,BENEF_9854,0,0
TX_Bank_A_00029,2025-10-31 04:01:38.059578,95.82,EUR,CUST_2354,BENEF_9496,1,0
TX_Bank_A_00030,2025-12-10 04:01:38.059579,60.19,EUR,CUST_8109,BENEF_6674,1,0
TX_Bank_A_00031,2026-01-14 04:01:38.059580,2388.49,GBP,CUST_6427,BENEF_6935,0,0
TX_Bank_A_00032,2025-12-25 04:01:38.059582,145.44,GBP,CUST_2562,BENEF_9156,0,0
TX_Bank_A_00033,2025-10-17 04:01:38.059583,30.37,EUR,CUST_1697,BENEF_5640,0,0
TX_Bank_A_00034,2025-11-21 04:01:38.059585,509.7,EUR,CUST_8790,BENEF_8491,1,0
TX_Bank_A_00035,2025-12-02 04:01:38.059586,23.78,USD,CUST_2218,BENEF_8826,0,0
TX_Bank_A_00036,2025-12-10 04:01:38.059587,203.02,EUR,CUST_5593,BENEF_7551,1,0
TX_Bank_A_00037,2025-12-26 04:01:38.059588,7.85,GBP,CUST_1539,BENEF_6344,0,0
TX_Bank_A_00038,2025-12-18 04:01:38.059589,20.24,GBP,CUST_6152,BENEF_6618,0,0
TX_Bank_A_00039,2025-12-02 04:01:38.059590,199.4,EUR,ENTITY_X,BENEF_7006,0,1
TX_Bank_A_00040,2026-01-01 04:01:38.059591,449.3,EUR,CUST_7525,BENEF_8473,0,0
TX_Bank_A_00041,2026-01-03 04:01:38.059592,191.91,EUR,CUST_5903,BENEF_6445,0,0
TX_Bank_A_00042,2025-11-27 04:01:38.059593,124.78,GBP,CUST_4939,BENEF_9963,0,0
TX_Bank_A_00043,2026-01-02 04:01:38.059594,94.48,EUR,CUST_7375,BENEF_7039,0,0
TX_Bank_A_00044,2025-11-30 04:01:38.059595,16.15,EUR,CUST_9856,BENEF_7483,1,0
TX_Bank_A_00045,2025-12-01 04:01:38.059607,50.41,EUR,CUST_3292,BENEF_7337,0,0
TX_Bank_A_00046,2025-10-29 04:01:38.059609,74.37,EUR,CUST_2284,BENEF_9722,1,0
TX_Bank_A_00047,2025-12-12 04:01:38.059610,724.65,EUR,CUST_6666,BENEF_8672,0,0
TX_Bank_A_00048,2026-01-09 04:01:38.059611,248.5,EUR,CUST_8161,BENEF_6649,0,0
TX_Bank_A_00049,2025-11-17 04:01:38.059612,10.54,GBP,CUST_2245,BENEF_7227,0,0
TX_Bank_A_00050,2025-11-07 04:01:38.059613,241.32,GBP,CUST_7499,BENEF_8941,0,0
TX_Bank_A_00051,2025-12-30 04:01:38.059614,83.29,USD,CUST_6347,BENEF_5655,1,0
TX_Bank_A_00052,2025-11-27 04:01:38.059615,53.76,EUR,ENTITY_Y,BENEF_7945,0,1
TX_Bank_A_00053,2026-01-04 04:01:38.059617,371.49,EUR,CUST_8381,BENEF_8262,0,0
TX_Bank_A_00054,2025-11-05 04:01:38.059618,696.8,USD,CUST_6829,BENEF_8094,0,0
TX_Bank_A_00055,2025-12-08 04:01:38.059619,599.99,EUR,CUST_7150,BENEF_6374,0,0
TX_Bank_A_00056,2025-10-26 04:01:38.059620,42.15,GBP,CUST_7227,BENEF_8856,0,0
TX_Bank_A_00057,2025-10-27 04:01:38.059621,93.33,USD,CUST_5839,BENEF_8615,1,0
TX_Bank_A_00058,2025-11-29 04:01:38.059623,243.93,EUR,CUST_2204,BENEF_8462,1,0
TX_Bank_A_00059,2025-11-02 04:01:38.059624,641.18,GBP,CUST_3526,BENEF_9139,0,0
TX_Bank_A_00060,2025-12-21 04:01:38.059625,72.33,GBP,CUST_3527,BENEF_9992,0,0
TX_Bank_A_00061,2025-10-16 04:01:38.059626,112.34,EUR,CUST_6188,BENEF_8550,0,0
TX_Bank_A_00062,2026-01-06 04:01:38.059632,28.23,EUR,CUST_2499,BENEF_6276,0,0
TX_Bank_A_00063,2026-01-09 04:01:38.059633,24.67,EUR,ENTITY_Y,BENEF_8948,0,1
TX_Bank_A_00064,2025-10-22 04:01:38.059634,502.09,EUR,CUST_5419,BENEF_5162,0,0
TX_Bank_A_00065,2025-12-16 04:01:38.059636,1134.97,EUR,CUST_2430,BENEF_8124,0,0
TX_Bank_A_00066,2025-12-08 04:01:38.059637,133.22,EUR,CUST_8353,BENEF_8501,0,0
TX_Bank_A_00067,2026-01-04 04:01:38.059638,668.68,GBP,CUST_9395,BENEF_5681,0,0
TX_Bank_A_00068,2025-12-16 04:01:38.059639,255.3,EUR,CUST_1430,BENEF_7459,0,0
TX_Bank_A_00069,2026-01-02 04:01:38.059640,56.39,EUR,CUST_2524,BENEF_9875,0,0
TX_Bank_A_00070,2025-11-27 04:01:38.059641,255.21,USD,CUST_6315,BENEF_9400,0,0
TX_Bank_A_00071,2025-12-10 04:01:38.059642,1490.78,EUR,CUST_1202,BENEF_6251,1,0
TX_Bank_A_00072,2025-11-17 04:01:38.059643,140.65,USD,CUST_7353,BENEF_9528,0,0
TX_Bank_A_00073,2025-10-25 04:01:38.059644,1551.48,EUR,CUST_4977,BENEF_6439,0,0
TX_Bank_A_00074,2025-11-29 04:01:38.059645,2.92,EUR,CUST_3778,BENEF_7107,0,0
TX_Bank_A_00075,2025-12-25 04:01:38.059647,509.21,EUR,CUST_3777,BENEF_8116,1,0
TX_Bank_A_00076,2025-11-28 04:01:38.059648,169.11,USD,CUST_5933,BENEF_8798,0,0
TX_Bank_A_00077,2025-11-30 04:01:38.059650,94.77,EUR,CUST_3390,BENEF_7505,0,0
TX_Bank_A_00078,2025-12-19 04:01:38.059651,170.31,USD,CUST_8121,BENEF_8715,0,0
TX_Bank_A_00079,2025-10-21 04:01:38.059652,7.53,EUR,CUST_5911,BENEF_7320,1,0
TX_Bank_A_00080,2025-12-11 04:01:38.059653,106.75,EUR,CUST_2260,BENEF_8073,1,0
TX_Bank_A_00081,2025-10-17 04:01:38.059654,253.58,EUR,CUST_5040,BENEF_9605,0,0
TX_Bank_A_00082,2025-10-19 04:01:38.059655,1362.18,GBP,CUST_9123,BENEF_9964,1,0
TX_Bank_A_00083,2025-10-24 04:01:38.059656,68.21,GBP,CUST_4203,BENEF_8939,1,0
TX_Bank_A_00084,2026-01-05 04:01:38.059658,44.14,EUR,CUST_3219,BENEF_5589,1,0
TX_Bank_A_00085,2025-10-29 04:01:38.059659,69.92,EUR,CUST_7483,BENEF_7729,0,0
TX_Bank_A_00086,2025-10-25 04:01:38.059660,585.87,EUR,CUST_7224,BENEF_6119,0,0
TX_Bank_A_00087,2025-12-24 04:01:38.059661,243.02,EUR,CUST_6399,BENEF_8844,0,0
TX_Bank_A_00088,2025-11-07 04:01:38.059662,67.04,EUR,CUST_8055,BENEF_6603,1,0
TX_Bank_A_00089,2025-12-14 04:01:38.059663,320.51,GBP,CUST_3230,BENEF_6267,0,0
TX_Bank_A_00090,2025-12-25 04:01:38.059664,171.68,GBP,CUST_4290,BENEF_6553,0,0
TX_Bank_A_00091,2025-11-16 04:01:38.059665,634.58,EUR,CUST_3910,BENEF_5034,0,0
TX_Bank_A_00092,2025-11-27 04:01:38.059666,51.78,EUR,CUST_6228,BENEF_5105,1,0
TX_Bank_A_00093,2025-12-11 04:01:38.059668,90.79,USD,CUST_9044,BENEF_9101,1,0
TX_Bank_A_00094,2025-10-25 04:01:38.059669,82.42,USD,CUST_4971,BENEF_8065,0,0
TX_Bank_A_00095,2025-10-18 04:01:38.059670,16.52,EUR,CUST_5592,BENEF_9025,1,0
TX_Bank_A_00096,2025-11-04 04:01:38.059671,231.41,EUR,CUST_7437,BENEF_8314,0,0
TX_Bank_A_00097,2025-12-17 04:01:38.059672,219.55,EUR,CUST_4273,BENEF_8406,1,0
TX_Bank_A_00098,2025-10-19 04:01:38.059673,149.56,EUR,CUST_9939,BENEF_8232,0,0
TX_Bank_A_00099,2025-12-04 04:01:38.059674,104.39,EUR,CUST_1440,BENEF_8056,0,0
TX_Bank_A_00100,2026-01-07 04:01:38.059675,17.76,EUR,CUST_8563,BENEF_8146,1,0
TX_Bank_A_00101,2025-12-16 04:01:38.059677,78.97,USD,CUST_4434,BENEF_9010,0,0
TX_Bank_A_00102,2026-01-10 04:01:38.059678,88.76,EUR,CUST_5773,BENEF_7521,1,0
TX_Bank_A_00103,2025-12-05 04:01:38.059679,44.55,EUR,CUST_2133,BENEF_9819,0,0
TX_Bank_A_00104,2025-11-24 04:01:38.059680,116.52,EUR,CUST_7703,BENEF_5583,0,0
TX_Bank_A_00105,2025-12-11 04:01:38.059681,272.07,USD,CUST_3280,BENEF_8348,0,0
TX_Bank_A_00106,2026-01-06 04:01:38.059682,2513.12,USD,CUST_4965,BENEF_5318,0,0
TX_Bank_A_00107,2025-12-18 04:01:38.059683,192.84,EUR,CUST_3525,BENEF_6019,0,0
TX_Bank_A_00108,2025-11-03 04:01:38.059684,218.4,EUR,CUST_7176,BENEF_8152,0,0
TX_Bank_A_00109,2025-12-05 04:01:38.059686,132.73,GBP,CUST_8851,BENEF_9633,0,0
TX_Bank_A_00110,2025-12-18 04:01:38.059687,8.35,EUR,CUST_9755,BENEF_6330,0,0
TX_Bank_A_00111,2025-10-23 04:01:38.059688,142.63,EUR,CUST_7853,BENEF_6591,1,0
TX_Bank_A_00112,2025-11-12 04:01:38.059690,162.45,EUR,CUST_6890,BENEF_8574,1,0
TX_Bank_A_00113,2025-11-25 04:01:38.059691,5972.16,EUR,CUST_9796,BENEF_7091,0,0
TX_Bank_A_00114,2025-10-24 04:01:38.059692,111.21,EUR,CUST_2392,BENEF_7855,1,0
TX_Bank_A_00115,2025-11-17 04:01:38.059693,233.3,GBP,CUST_5067,BENEF_9174,0,0
TX_Bank_A_00116,2025-12-27 04:01:38.059694,140.88,USD,CUST_6816,BENEF_9002,0,0
TX_Bank_A_00117,2025-12-12 04:01:38.059695,25.71,EUR,CUST_1725,BENEF_8016,1,0
TX_Bank_A_00118,2025-12-28 04:01:38.059696,824.05,GBP,CUST_7547,BENEF_5472,1,0
TX_Bank_A_00119,2025-12-14 04:01:38.059697,458.47,EUR,CUST_6432,BENEF_8156,0,0
TX_Bank_A_00120,2025-11-04 04:01:38.059698,486.16,EUR,CUST_8052,BENEF_8473,1,0
TX_Bank_A_00121,2025-11-07 04:01:38.059699,37.94,EUR,CUST_2615,BENEF_7021,0,0
TX_Bank_A_00122,2025-12-12 04:01:38.059700,1217.06,USD,CUST_9366,BENEF_6985,1,0
TX_Bank_A_00123,2025-11-01 04:01:38.059702,18.12,EUR,CUST_4621,BENEF_8913,0,0
TX_Bank_A_00124,2025-11-21 04:01:38.059703,357.91,EUR,CUST_7408,BENEF_5282,0,0
TX_Bank_A_00125,2025-11-01 04:01:38.059704,3966.67,USD,CUST_9199,BENEF_7960,0,0
TX_Bank_A_00126,2025-11-24 04:01:38.059705,33.59,USD,CUST_1402,BENEF_5231,0,0
TX_Bank_A_00127,2025-11-29 04:01:38.059706,63.47,USD,CUST_5840,BENEF_6211,0,0
TX_Bank_A_00128,2025-12-17 04:01:38.059707,172.34,EUR,CUST_2406,BENEF_7140,1,0
TX_Bank_A_00129,2025-12-28 04:01:38.059709,69.74,EUR,CUST_3321,BENEF_9959,0,0
TX_Bank_A_00130,2025-11-10 04:01:38.059711,14.5,EUR,CUST_6620,BENEF_8731,0,0
TX_Bank_A_00131,2025-11-12 04:01:38.059712,164.49,EUR,CUST_4389,BENEF_6207,0,0
TX_Bank_A_00132,2026-01-03 04:01:38.059713,30.16,GBP,CUST_6706,BENEF_7083,0,0
TX_Bank_A_00133,2026-01-08 04:01:38.059714,301.99,EUR,CUST_8178,BENEF_7026,0,0
TX_Bank_A_00134,2025-12-31 04:01:38.059716,37.37,EUR,CUST_8412,BENEF_9932,0,0
TX_Bank_A_00135,2025-12-26 04:01:38.059717,1517.62,USD,CUST_5919,BENEF_9737,0,0
TX_Bank_A_00136,2025-10-26 04:01:38.059718,45.84,EUR,CUST_2885,BENEF_6322,0,0
TX_Bank_A_00137,2025-12-25 04:01:38.059719,91.55,EUR,ENTITY_Y,BENEF_5101,0,1
TX_Bank_A_00138,2025-10-19 04:01:38.059720,502.84,USD,CUST_3692,BENEF_5956,1,0
TX_Bank_A_00139,2025-11-21 04:01:38.059721,23.42,USD,CUST_4996,BENEF_5756,1,0
TX_Bank_A_00140,2025-10-30 04:01:38.059722,208.76,USD,CUST_3623,BENEF_8148,0,0
TX_Bank_A_00141,2026-01-06 04:01:38.059723,1054.39,EUR,CUST_7985,BENEF_8257,0,0
TX_Bank_A_00142,2025-11-26 04:01:38.059724,13.31,EUR,CUST_4798,BENEF_9801,0,0
TX_Bank_A_00143,2025-11-27 04:01:38.059725,195.77,USD,CUST_4022,BENEF_5658,0,0
TX_Bank_A_00144,2025-10-30 04:01:38.059726,219.16,EUR,CUST_8080,BENEF_9247,0,0
TX_Bank_A_00145,2025-11-16 04:01:38.059727,479.5,EUR,CUST_4232,BENEF_6546,0,0
TX_Bank_A_00146,2025-11-08 04:01:38.059728,23.21,USD,CUST_8037,BENEF_8464,0,0
TX_Bank_A_00147,2025-12-13 04:01:38.059730,20.48,EUR,CUST_4519,BENEF_6358,0,0
TX_Bank_A_00148,2025-11-05 04:01:38.059731,324.7,USD,CUST_2025,BENEF_8496,0,0
TX_Bank_A_00149,2026-01-13 04:01:38.059733,231.71,EUR,CUST_9796,BENEF_7071,1,0
TX_Bank_A_00150,2025-10-19 04:01:38.059734,216.1,EUR,CUST_6340,BENEF_7475,1,0
TX_Bank_A_00151,2025-12-31 04:01:38.059735,249.55,EUR,CUST_2867,BENEF_9101,0,0
TX_Bank_A_00152,2025-10-19 04:01:38.059736,53.52,USD,CUST_9019,BENEF_9367,0,0
TX_Bank_A_00153,2025-11-07 04:01:38.059737,210.27,EUR,CUST_6134,BENEF_8135,1,0
TX_Bank_A_00154,2025-12-11 04:01:38.059738,230.35,EUR,CUST_7431,BENEF_9801,1,0
TX_Bank_A_00155,2025-10-24 04:01:38.059739,50.83,USD,CUST_6700,BENEF_7522,0,0
TX_Bank_A_00156,2025-12-02 04:01:38.059741,2437.34,USD,CUST_8501,BENEF_8371,0,0
TX_Bank_A_00157,2025-12-31 04:01:38.059742,302.1,GBP,CUST_5873,BENEF_5728,0,0
TX_Bank_A_00158,2025-12-08 04:01:38.059743,24.85,EUR,CUST_2388,BENEF_5895,0,0
TX_Bank_A_00159,2025-11-20 04:01:38.059744,397.36,EUR,CUST_6131,BENEF_9690,0,0
TX_Bank_A_00160,2025-12-25 04:01:38.059745,34.4,GBP,CUST_6003,BENEF_7821,0,0
TX_Bank_A_00161,2025-11-17 04:01:38.059746,483.29,USD,CUST_7116,BENEF_6169,0,0
TX_Bank_A_00162,2026-01-14 04:01:38.059747,843.78,EUR,CUST_9369,BENEF_7203,0,0
TX_Bank_A_00163,2025-12-12 04:01:38.059748,43.34,EUR,CUST_3258,BENEF_6716,1,0
TX_Bank_A_00164,2025-11-11 04:01:38.059749,629.59,USD,CUST_7931,BENEF_8260,0,0
TX_Bank_A_00165,2025-12-23 04:01:38.059750,275.66,EUR,CUST_9804,BENEF_7523,0,0
TX_Bank_A_00166,2025-11-11 04:01:38.059752,509.33,USD,CUST_3838,BENEF_5052,0,0
TX_Bank_A_00167,2026-01-01 04:01:38.059753,2553.42,EUR,CUST_9022,BENEF_6379,0,0
TX_Bank_A_00168,2025-10-26 04:01:38.059754,102.71,EUR,CUST_4065,BENEF_9028,1,0
TX_Bank_A_00169,2025-12-07 04:01:38.059755,47.91,USD,CUST_8389,BENEF_5012,0,0
TX_Bank_A_00170,2025-10-25 04:01:38.059756,39.08,EUR,CUST_6882,BENEF_5793,0,0
TX_Bank_A_00171,2025-11-11 04:01:38.059757,43.65,EUR,CUST_8939,BENEF_5572,1,0
TX_Bank_A_00172,2025-10-29 04:01:38.059758,132.2,EUR,CUST_7290,BENEF_8422,0,0
TX_Bank_A_00173,2025-12-20 04:01:38.059760,247.58,EUR,CUST_9281,BENEF_9300,1,0
TX_Bank_A_00174,2025-12-26 04:01:38.059761,224.76,USD,CUST_7703,BENEF_8414,0,0
TX_Bank_A_00175,2025-11-28 04:01:38.059762,513.26,USD,CUST_7809,BENEF_7362,0,0
TX_Bank_A_00176,2025-12-25 04:01:38.059763,151.34,USD,CUST_8272,BENEF_8530,0,0
TX_Bank_A_00177,2025-11-06 04:01:38.059764,1313.3,EUR,CUST_2354,BENEF_6397,0,0
TX_Bank_A_00178,2025-11-08 04:01:38.059766,99.78,EUR,CUST_4613,BENEF_6445,1,0
TX_Bank_A_00179,2026-01-14 04:01:38.059767,8780.19,EUR,CUST_5503,BENEF_8069,1,1
TX_Bank_A_00180,2025-10-30 04:01:38.059768,379.37,GBP,CUST_5729,BENEF_6526,0,0
TX_Bank_A_00181,2025-12-04 04:01:38.059769,41.03,USD,CUST_8492,BENEF_6100,0,0
TX_Bank_A_00182,2025-11-13 04:01:38.059770,29.77,USD,CUST_9115,BENEF_6622,1,0
TX_Bank_A_00183,2026-01-12 04:01:38.059771,306.04,EUR,CUST_2854,BENEF_8985,1,0
TX_Bank_A_00184,2025-12-31 04:01:38.059772,106.14,EUR,CUST_5389,BENEF_6490,0,0
TX_Bank_A_00185,2025-11-29 04:01:38.059773,433.11,EUR,CUST_7010,BENEF_9117,0,0
TX_Bank_A_00186,2025-12-06 04:01:38.059774,301.83,EUR,CUST_1681,BENEF_5903,0,0
TX_Bank_A_00187,2025-12-15 04:01:38.059776,133.05,EUR,CUST_8231,BENEF_8691,1,0
TX_Bank_A_00188,2026-01-07 04:01:38.059777,41.67,GBP,CUST_7965,BENEF_9645,0,0
TX_Bank_A_00189,2025-12-15 04:01:38.059778,15.3,EUR,CUST_5055,BENEF_6741,0,0
TX_Bank_A_00190,2025-11-03 04:01:38.059779,75.96,EUR,CUST_1528,BENEF_6520,1,0
TX_Bank_A_00191,2026-01-04 04:01:38.059780,536.25,EUR,CUST_6711,BENEF_6646,0,0
TX_Bank_A_00192,2026-01-04 04:01:38.059781,204.62,GBP,CUST_2425,BENEF_5483,0,0
TX_Bank_A_00193,2025-11-13 04:01:38.059782,22.91,EUR,CUST_2923,BENEF_6496,0,0
TX_Bank_A_00194,2026-01-06 04:01:38.059783,192.44,USD,CUST_4882,BENEF_6571,0,0
TX_Bank_A_00195,2025-11-07 04:01:38.059784,264.54,GBP,CUST_6744,BENEF_7124,0,0
TX_Bank_A_00196,2025-12-29 04:01:38.059786,39.42,EUR,CUST_8015,BENEF_8348,0,0
TX_Bank_A_00197,2025-12-29 04:01:38.059787,186.9,USD,CUST_3281,BENEF_8610,0,0
TX_Bank_A_00198,2025-10-22 04:01:38.059788,161.95,EUR,CUST_4390,BENEF_5894,0,0
TX_Bank_A_00199,2025-11-15 04:01:38.059789,26.72,EUR,CUST_6747,BENEF_6360,1,0
TX_Bank_A_00200,2025-11-05 04:01:38.059790,253.83,USD,CUST_9827,BENEF_5653,1,0
TX_Bank_A_00201,2025-12-24 04:01:38.059792,344.18,USD,CUST_5794,BENEF_7401,0,0
TX_Bank_A_00202,2025-12-12 04:01:38.059793,753.39,EUR,CUST_5380,BENEF_5702,0,0
TX_Bank_A_00203,2025-11-08 04:01:38.059794,721.05,EUR,CUST_9428,BENEF_8094,0,0
TX_Bank_A_00204,2025-10-29 04:01:38.059795,18.79,EUR,CUST_2560,BENEF_6021,0,0
TX_Bank_A_00205,2025-11-21 04:01:38.059796,36.35,EUR,CUST_7743,BENEF_7267,0,0
TX_Bank_A_00206,2025-12-18 04:01:38.059797,321.36,EUR,CUST_5543,BENEF_5526,0,0
TX_Bank_A_00207,2025-11-06 04:01:38.059798,320.76,EUR,CUST_3078,BENEF_7802,0,0
TX_Bank_A_00208,2025-10-18 04:01:38.059800,321.36,EUR,CUST_3174,BENEF_5243,0,0
TX_Bank_A_00209,2025-12-20 04:01:38.059801,48006.77,USD,CUST_6277,BENEF_9797,0,0
TX_Bank_A_00210,2025-12-06 04:01:38.059802,349.44,EUR,CUST_7434,BENEF_6923,0,0
TX_Bank_A_00211,2025-11-24 04:01:38.059803,815.13,EUR,CUST_5402,BENEF_8914,0,0
TX_Bank_A_00212,2025-10-21 04:01:38.059804,620.8,EUR,CUST_7146,BENEF_8974,0,0
TX_Bank_A_00213,2025-10-23 04:01:38.059805,394.29,USD,CUST_2525,BENEF_5825,0,0
TX_Bank_A_00214,2025-11-28 04:01:38.059806,92.49,EUR,CUST_5558,BENEF_5077,1,0
TX_Bank_A_00215,2025-11-19 04:01:38.059809,463.34,EUR,CUST_7046,BENEF_5500,1,0
TX_Bank_A_00216,2025-11-09 04:01:38.059810,46.56,EUR,CUST_8996,BENEF_7179,0,0
TX_Bank_A_00217,2025-11-18 04:01:38.059811,104.04,USD,CUST_1040,BENEF_5059,0,0
TX_Bank_A_00218,2025-12-30 04:01:38.059812,71.66,EUR,CUST_2526,BENEF_9771,0,0
TX_Bank_A_00219,2025-12-14 04:01:38.059813,167.81,USD,CUST_8511,BENEF_5342,0,0
TX_Bank_A_00220,2025-12-17 04:01:38.059814,4779.01,GBP,CUST_6869,BENEF_5793,0,0
TX_Bank_A_00221,2026-01-06 04:01:38.059815,9.02,USD,CUST_9756,BENEF_6729,1,0
TX_Bank_A_00222,2025-12-02 04:01:38.059816,415.46,USD,CUST_8039,BENEF_9278,0,0
TX_Bank_A_00223,2026-01-12 04:01:38.059817,13.21,EUR,CUST_9105,BENEF_5059,1,0
TX_Bank_A_00224,2025-10-31 04:01:38.059818,73.12,EUR,CUST_5646,BENEF_8077,0,0
TX_Bank_A_00225,2025-11-05 04:01:38.059819,760.08,GBP,CUST_3139,BENEF_9939,0,0
TX_Bank_A_00226,2025-12-16 04:01:38.059820,163.44,EUR,CUST_8951,BENEF_9260,1,0
TX_Bank_A_00227,2025-10-31 04:01:38.059821,29.47,EUR,CUST_1793,BENEF_7177,0,0
TX_Bank_A_00228,2025-12-17 04:01:38.059822,50.76,USD,CUST_8529,BENEF_8980,0,0
TX_Bank_A_00229,2026-01-14 04:01:38.059823,411.33,EUR,ENTITY_X,BENEF_8876,0,1
TX_Bank_A_00230,2026-01-05 04:01:38.059824,49.62,EUR,CUST_1011,BENEF_7760,0,0
TX_Bank_A_00231,2025-10-16 04:01:38.059825,205.34,EUR,CUST_8009,BENEF_9951,1,0
TX_Bank_A_00232,2025-10-26 04:01:38.059826,158.91,EUR,CUST_3161,BENEF_8518,0,0
TX_Bank_A_00233,2026-01-07 04:01:38.059829,55.85,USD,CUST_5945,BENEF_7757,1,0
TX_Bank_A_00234,2025-12-16 04:01:38.059830,3699.36,EUR,CUST_5489,BENEF_8037,1,0
TX_Bank_A_00235,2026-01-06 04:01:38.059831,384.09,EUR,CUST_6905,BENEF_7810,1,0
TX_Bank_A_00236,2026-01-10 04:01:38.059832,7.12,EUR,CUST_7092,BENEF_7582,0,0
TX_Bank_A_00237,2025-12-03 04:01:38.059833,196.31,USD,CUST_3711,BENEF_6962,0,0
TX_Bank_A_00238,2026-01-05 04:01:38.059834,55.0,USD,CUST_6005,BENEF_7959,1,0
TX_Bank_A_00239,2025-11-10 04:01:38.059835,533.07,EUR,CUST_4836,BENEF_8264,0,0
TX_Bank_A_00240,2025-12-15 04:01:38.059836,45.21,USD,CUST_2494,BENEF_8100,0,0
TX_Bank_A_00241,2025-12-10 04:01:38.059837,124.95,EUR,CUST_1017,BENEF_5468,0,0
TX_Bank_A_00242,2025-10-21 04:01:38.059838,316.55,GBP,CUST_2276,BENEF_7916,0,0
TX_Bank_A_00243,2025-11-13 04:01:38.059839,543.83,EUR,CUST_4705,BENEF_7705,0,0
TX_Bank_A_00244,2025-12-18 04:01:38.059840,24.52,USD,CUST_8291,BENEF_5820,0,0
TX_Bank_A_00245,2025-11-06 04:01:38.059841,89.86,EUR,ENTITY_Z,BENEF_5025,0,1
TX_Bank_A_00246,2025-12-29 04:01:38.059842,72.79,EUR,CUST_2975,BENEF_8743,1,0
TX_Bank_A_00247,2025-11-02 04:01:38.059844,55.7,EUR,CUST_7919,BENEF_8291,0,0
TX_Bank_A_00248,2025-11-02 04:01:38.059845,2096.83,USD,CUST_8826,BENEF_6137,1,0
TX_Bank_A_00249,2025-11-15 04:01:38.059846,272.45,EUR,CUST_7276,BENEF_5210,0,0
TX_Bank_A_00250,2025-12-14 04:01:38.059847,22.39,GBP,CUST_2678,BENEF_9930,1,0
TX_Bank_A_00251,2025-11-15 04:01:38.059848,588.04,EUR,CUST_7022,BENEF_6006,0,0
TX_Bank_A_00252,2025-11-23 04:01:38.059849,3580.42,EUR,CUST_3246,BENEF_9346,1,0
